H	Summary
H	SCFiller:false
H	path	/data/2/rpark/ip2_data//ehall/Kiskinis_Lab_NU/EXP19_CYT_050316_2016_05_03_09_33950/search/projects2016_05_09_15_84074/
H	path	/data/2/rpark/ip2_data//ehall/Kiskinis_Lab_NU/EXP19_NUC_050316_2016_05_03_09_33951/search/projects2016_05_09_16_84075/
SLine	dataset	intersection	intersection	unique	all_union
S	dataset	EXP19_CYT_050316(searched:2016-05-09)	EXP19_NUC_050316(searched:2016-05-09)
S	EXP19_CYT_050316(searched:2016-05-09)	6984	3077	3907	9068	
S	EXP19_NUC_050316(searched:2016-05-09)	3077	5161	2084	9068	


S	CumulativeProteinCounts	6984	9068	

PLine	Accession	peptide_count_EXP19_CYT_050316(searched:2016-05-09)	peptide_count_EXP19_NUC_050316(searched:2016-05-09)	NSAF_EXP19_CYT_050316(searched:2016-05-09)	NSAF_EXP19_NUC_050316(searched:2016-05-09)	EMPAI_EXP19_CYT_050316(searched:2016-05-09)	EMPAI_EXP19_NUC_050316(searched:2016-05-09)	spectral_count_EXP19_CYT_050316(searched:2016-05-09)	spectral_count_EXP19_NUC_050316(searched:2016-05-09)	seqcov_EXP19_CYT_050316(searched:2016-05-09)	seqcov_EXP19_NUC_050316(searched:2016-05-09)	description	occurrence	status
P	tr|E7EW77|E7EW77_HUMAN	2	1	3.516282E-5	2.7456084E-5	0.17760599	0.054386854	2	1	7.1%	2.3%	Abl interactor 2 OS=Homo sapiens GN=ABI2 PE=2 SV=1 	2	1_1_	1_1_
P	tr|H0YE66|H0YE66_HUMAN	0	1	0	6.366628E-5	0	0.32129562	0	1	0	12.1%	Uncharacterized protein (Fragment) OS=Homo sapiens PE=2 SV=1 	1	0_1_	0_1_
P	tr|H0Y6Z9|H0Y6Z9_HUMAN	2	1	9.5356794E-5	7.445717E-5	0.1694994	0.1694994	2	1	6.8%	6.8%	COMM domain-containing protein 3 (Fragment) OS=Homo sapiens GN=COMMD3 PE=4 SV=1 	2	1_1_	1_1_
P	tr|H3BM69|H3BM69_HUMAN	3	0	2.9610793E-4	0	0.98609483	0	4	0	29.8%	0	Immunoglobulin superfamily-containing leucine-rich repeat protein 2 (Fragment) OS=Homo sapiens GN=ISLR2 PE=2 SV=1 	1	1_0_	1_0_
P	tr|H0YHA7|H0YHA7_HUMAN	6	6	3.5373375E-4	5.5240985E-4	0.4321879	0.4321879	7	7	15.6%	15.6%	60S ribosomal protein L18 (Fragment) OS=Homo sapiens GN=RPL18 PE=3 SV=1 	2	1_1_	1_1_
P	tr|F5H7S3|F5H7S3_HUMAN	0	45	0	0.0030123245	0	2.981072	0	56	0	60.0%	Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=2 SV=2 	1	0_1_	0_1_
P	Q8NDI1	2	0	1.3710928E-5	0	0.0519619	0	2	0	2.2%	0	EH domain-binding protein 1 OS=Homo sapiens GN=EHBP1 PE=1 SV=3 	1	1_0_	1_0_
P	tr|D6RGZ2|D6RGZ2_HUMAN	0	3	0	3.7654056E-4	0	0.24451458	0	3	0	9.5%	THO complex subunit 3 OS=Homo sapiens GN=THOC3 PE=2 SV=1 	1	0_1_	0_1_
P	Q5VTR2	0	1	0	1.351684E-5	0	0.06659615	0	1	0	2.8%	E3 ubiquitin-protein ligase BRE1A OS=Homo sapiens GN=RNF20 PE=1 SV=2 	1	0_1_	0_1_
P	Q96BJ3	6	0	2.2062944E-4	0	0.4996848	0	8	0	17.6%	0	Axin interactor, dorsalization-associated protein OS=Homo sapiens GN=AIDA PE=1 SV=1 	1	1_0_	1_0_
P	tr|H7BZU5|H7BZU5_HUMAN	1	0	4.136802E-5	0	0.25314116	0	1	0	9.8%	0	Neuroblastoma-amplified sequence (Fragment) OS=Homo sapiens GN=NBAS PE=4 SV=1 	1	1_0_	1_0_
P	O14579-2	0	3	0	1.5383953E-4	0	0.36772883	0	3	0	13.6%	Isoform 2 of Coatomer subunit epsilon OS=Homo sapiens GN=COPE 	1	0_1_	0_1_
P	O14579-3	0	3	0	1.5444047E-4	0	0.3708818	0	3	0	13.7%	Isoform 3 of Coatomer subunit epsilon OS=Homo sapiens GN=COPE 	1	0_1_	0_1_
P	tr|J3KNW3|J3KNW3_HUMAN	1	0	2.0992726E-5	0	0.08893013	0	1	0	3.7%	0	RNA binding protein fox-1 homolog OS=Homo sapiens GN=RBFOX1 PE=2 SV=1 	1	1_0_	1_0_
P	P54707-2	3	0	2.4227013E-5	0	0.083926916	0	3	0	3.5%	0	Isoform 2 of Potassium-transporting ATPase alpha chain 2 OS=Homo sapiens GN=ATP12A 	1	1_0_	1_0_
P	tr|I3L0K7|I3L0K7_HUMAN	0	6	0	1.8636856E-4	0	0.22179961	0	7	0	8.7%	Heat shock protein 75 kDa, mitochondrial OS=Homo sapiens GN=TRAP1 PE=2 SV=1 	1	0_1_	0_1_
P	Q32P28	2	0	2.2932272E-5	0	0.032761455	0	2	0	1.4%	0	Prolyl 3-hydroxylase 1 OS=Homo sapiens GN=LEPRE1 PE=1 SV=2 	1	1_0_	1_0_
P	Q96BM9	14	0	7.25942E-4	0	1.5644841	0	16	0	40.9%	0	ADP-ribosylation factor-like protein 8A OS=Homo sapiens GN=ARL8A PE=1 SV=1 	1	1_0_	1_0_
P	tr|M0QYT0|M0QYT0_HUMAN	0	40	0	0.0022580703	0	2.5075188	0	55	0	54.5%	Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1 	1	0_1_	0_1_
P	tr|H3BS91|H3BS91_HUMAN	5	0	9.376751E-4	0	1.0558906	0	11	0	31.3%	0	ADP-ribosylation factor-like protein 6-interacting protein 1 OS=Homo sapiens GN=ARL6IP1 PE=2 SV=1 	1	1_0_	1_0_
P	Q32P51	0	101	0	0.0065894597	0	2.810658	0	160	0	58.1%	Heterogeneous nuclear ribonucleoprotein A1-like 2 OS=Homo sapiens GN=HNRNPA1L2 PE=2 SV=2 	1	0_1_	0_1_
P	tr|E9PJH7|E9PJH7_HUMAN	3	1	1.6228993E-4	5.068815E-5	0.3520726	0.33967674	5	1	13.1%	12.7%	Mitochondrial glutamate carrier 1 (Fragment) OS=Homo sapiens GN=SLC25A22 PE=2 SV=1 	2	1_1_	1_1_
P	A5YKK6-2	3	0	1.067787E-5	0	0.04231739	0	3	0	1.8%	0	Isoform 2 of CCR4-NOT transcription complex subunit 1 OS=Homo sapiens GN=CNOT1 	1	1_0_	1_0_
P	A5YKK6-3	3	0	1.1775454E-5	0	0.04712856	0	3	0	2.0%	0	Isoform 3 of CCR4-NOT transcription complex subunit 1 OS=Homo sapiens GN=CNOT1 	1	1_0_	1_0_
P	Reverse_tr|H0YA96|H0YA96_HUMAN	1	0	4.0186078E-5	0	0.27350307	0	1	0	10.5%	0	Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens GN=HNRNPD PE=4 SV=1 	1	1_0_	1_0_
P	Q5VTL8	0	1	0	2.4137216E-5	0	0.083926916	0	1	0	3.5%	Pre-mRNA-splicing factor 38B OS=Homo sapiens GN=PRPF38B PE=1 SV=1 	1	0_1_	0_1_
P	tr|M0R299|M0R299_HUMAN	0	8	0	4.6039894E-4	0	1.7861211	0	8	0	44.5%	rRNA 2'-O-methyltransferase fibrillarin (Fragment) OS=Homo sapiens GN=FBL PE=2 SV=1 	1	0_1_	0_1_
P	Q15233-2	4	0	1.1045911E-4	0	0.25025904	0	5	0	9.7%	0	Isoform 2 of Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO 	1	1_0_	1_0_
P	tr|Q5T5P1|Q5T5P1_HUMAN	0	1	0	1.4125315E-5	0	0.037528396	0	1	0	1.6%	Sickle tail protein homolog (Fragment) OS=Homo sapiens GN=KIAA1217 PE=2 SV=2 	1	0_1_	0_1_
P	tr|C9JQ45|C9JQ45_HUMAN	13	5	0.0011507832	5.990418E-4	2.0974193	0.8365383	15	5	49.1%	26.4%	Profilin OS=Homo sapiens GN=PFN2 PE=2 SV=1 	2	1_1_	1_1_
P	Q96JG8-4	2	0	2.2296106E-5	0	0.15345323	0	2	0	6.2%	0	Isoform 4 of Melanoma-associated antigen D4 OS=Homo sapiens GN=MAGED4 	1	1_0_	1_0_
P	tr|F5GWS8|F5GWS8_HUMAN	5	0	1.9252645E-4	0	0.11943793	0	6	0	4.9%	0	Heat shock 70 kDa protein 13 OS=Homo sapiens GN=HSPA13 PE=2 SV=1 	1	1_0_	1_0_
P	Q15029-2	4	28	3.6025936E-5	4.922755E-4	0.07398939	0.5848932	4	35	3.1%	20.0%	Isoform 2 of 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens GN=EFTUD2 	2	1_1_	1_1_
P	tr|E9PQ80|E9PQ80_HUMAN	1	0	7.9240155E-5	0	0.22743917	0	2	0	8.9%	0	Charged multivesicular body protein 4a (Fragment) OS=Homo sapiens GN=CHMP4A PE=2 SV=1 	1	1_0_	1_0_
P	Q96C19	1	2	3.516282E-5	1.0982434E-4	0.101539254	0.101539254	1	2	4.2%	4.2%	EF-hand domain-containing protein D2 OS=Homo sapiens GN=EFHD2 PE=1 SV=1 	2	1_1_	1_1_
P	Q96BP3	0	3	0	6.120241E-5	0	0.11173177	0	3	0	4.6%	Peptidylprolyl isomerase domain and WD repeat-containing protein 1 OS=Homo sapiens GN=PPWD1 PE=1 SV=1 	1	0_1_	0_1_
P	Reverse_sp|A6NE21|F90AI_HUMAN	0	1	0	2.8402845E-5	0	0.17219532	0	1	0	6.9%	Putative protein FAM90A18P/FAM90A19P OS=Homo sapiens GN=FAM90A18P PE=5 SV=1 	1	0_1_	0_1_
P	P01130	2	0	1.9625759E-5	0	0.05681753	0	2	0	2.4%	0	Low-density lipoprotein receptor OS=Homo sapiens GN=LDLR PE=1 SV=1 	1	1_0_	1_0_
P	O15511-2	0	2	0	1.711548E-4	0	0.25025904	0	2	0	9.7%	Isoform 2 of Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens GN=ARPC5 	1	0_1_	0_1_
P	O76041-2	2	4	6.251167E-5	1.9524325E-4	0.11686325	0.11686325	2	4	4.8%	4.8%	Isoform 2 of Nebulette OS=Homo sapiens GN=NEBL 	2	1_1_	1_1_
P	tr|M0R2A7|M0R2A7_HUMAN	3	0	2.4579832E-4	0	0.42889392	0	3	0	15.5%	0	Striatin-4 (Fragment) OS=Homo sapiens GN=STRN4 PE=2 SV=2 	1	1_0_	1_0_
P	tr|F5GZ31|F5GZ31_HUMAN	1	0	1.3227392E-5	0	0.10917485	0	1	0	4.5%	0	Electroneutral sodium bicarbonate exchanger 1 OS=Homo sapiens GN=SLC4A8 PE=2 SV=1 	1	1_0_	1_0_
P	Q99426	17	3	7.954867E-4	2.7005983E-4	1.7164392	0.2647363	23	5	43.4%	10.2%	Tubulin-folding cofactor B OS=Homo sapiens GN=TBCB PE=1 SV=2 	2	1_1_	1_1_
P	Q96P47-4	2	0	1.852706E-5	0	0.044720173	0	2	0	1.9%	0	Isoform 4 of Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Homo sapiens GN=AGAP3 	1	1_0_	1_0_
P	Q96P47-3	2	0	4.6883757E-5	0	0.11429453	0	2	0	4.7%	0	Isoform 3 of Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Homo sapiens GN=AGAP3 	1	1_0_	1_0_
P	Q96P47-2	2	0	1.9267296E-5	0	0.044720173	0	2	0	1.9%	0	Isoform 2 of Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Homo sapiens GN=AGAP3 	1	1_0_	1_0_
P	Q8NFT8	1	0	1.1450578E-5	0	0.044720173	0	1	0	1.9%	0	Delta and Notch-like epidermal growth factor-related receptor OS=Homo sapiens GN=DNER PE=1 SV=1 	1	1_0_	1_0_
P	tr|E7EWK3|E7EWK3_HUMAN	1	1	1.0588552E-5	1.6535658E-5	0.04231739	0.04231739	1	1	1.8%	1.8%	Probable ATP-dependent RNA helicase DHX36 (Fragment) OS=Homo sapiens GN=DHX36 PE=2 SV=1 	2	1_1_	1_1_
P	Q99439	13	11	6.008404E-4	6.3975336E-4	0.6218101	1.1379621	22	15	21.0%	33.0%	Calponin-2 OS=Homo sapiens GN=CNN2 PE=1 SV=4 	2	1_1_	1_1_
P	P40227	50	30	0.0010012463	9.431242E-4	1.2594359	1.0370419	63	38	35.4%	30.9%	T-complex protein 1 subunit zeta OS=Homo sapiens GN=CCT6A PE=1 SV=3 	2	1_1_	1_1_
P	tr|J9JID9|J9JID9_HUMAN	1	0	5.0837807E-5	0	0.1561122	0	2	0	6.3%	0	Cytoplasmic phosphatidylinositol transfer protein 1 OS=Homo sapiens GN=PITPNC1 PE=2 SV=1 	1	1_0_	1_0_
P	Q99436	8	6	2.4372783E-4	3.330413E-4	0.17219532	0.17219532	8	7	6.9%	6.9%	Proteasome subunit beta type-7 OS=Homo sapiens GN=PSMB7 PE=1 SV=1 	2	1_1_	1_1_
P	P40222	1	4	3.0912368E-5	1.2068608E-4	0.14815366	0.28233063	2	5	6.0%	10.8%	Alpha-taxilin OS=Homo sapiens GN=TXLNA PE=1 SV=3 	2	1_1_	1_1_
P	tr|C9JPM4|C9JPM4_HUMAN	0	5	0	7.2639715E-4	0	0.9906733	0	7	0	29.9%	ADP-ribosylation factor 4 (Fragment) OS=Homo sapiens GN=ARF4 PE=2 SV=1 	1	0_1_	0_1_
P	Q5VZE5	2	0	2.328021E-5	0	0.09900582	0	2	0	4.1%	0	N-alpha-acetyltransferase 35, NatC auxiliary subunit OS=Homo sapiens GN=NAA35 PE=1 SV=1 	1	1_0_	1_0_
P	Q99447	3	0	8.677713E-5	0	0.09900582	0	4	0	4.1%	0	Ethanolamine-phosphate cytidylyltransferase OS=Homo sapiens GN=PCYT2 PE=1 SV=1 	1	1_0_	1_0_
P	P01112	17	0	8.483727E-4	0	1.8510184	0	19	0	45.5%	0	GTPase HRas OS=Homo sapiens GN=HRAS PE=1 SV=1 	1	1_0_	1_0_
P	tr|G3V5E8|G3V5E8_HUMAN	1	0	3.9995623E-5	0	0.09144032	0	1	0	3.8%	0	Galactocerebrosidase OS=Homo sapiens GN=GALC PE=2 SV=1 	1	1_0_	1_0_
P	A4D161	1	0	2.8319047E-5	0	0.2705741	0	1	0	10.4%	0	Protein FAM221A OS=Homo sapiens GN=FAM221A PE=2 SV=1 	1	1_0_	1_0_
P	O15173	4	0	1.5137358E-4	0	0.4962356	0	4	0	17.5%	0	Membrane-associated progesterone receptor component 2 OS=Homo sapiens GN=PGRMC2 PE=1 SV=1 	1	1_0_	1_0_
P	Q9NY65-2	83	67	0.0075136423	0.004645311	1.4774222	1.4774222	341	135	39.4%	39.4%	Isoform 2 of Tubulin alpha-8 chain OS=Homo sapiens GN=TUBA8 	2	1_1_	1_1_
P	tr|C9JEY1|C9JEY1_HUMAN	1	0	6.491597E-5	0	0.19398808	0	1	0	7.7%	0	Actin-related protein 2/3 complex subunit 1B (Fragment) OS=Homo sapiens GN=ARPC1B PE=2 SV=1 	1	1_0_	1_0_
P	Q8NFP9	9	0	3.4375058E-5	0	0.06905484	0	12	0	2.9%	0	Neurobeachin OS=Homo sapiens GN=NBEA PE=1 SV=3 	1	1_0_	1_0_
P	Q8NFP7	2	0	1.0291556E-4	0	0.39958727	0	2	0	14.6%	0	Diphosphoinositol polyphosphate phosphohydrolase 3-alpha OS=Homo sapiens GN=NUDT10 PE=1 SV=1 	1	1_0_	1_0_
P	Q9Y4E8-2	4	0	6.205203E-5	0	0.06905484	0	7	0	2.9%	0	Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens GN=USP15 	1	1_0_	1_0_
P	Q9Y4E8-3	4	0	6.17924E-5	0	0.06905484	0	7	0	2.9%	0	Isoform 3 of Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens GN=USP15 	1	1_0_	1_0_
P	O15160	0	3	0	1.14268085E-4	0	0.4421153	0	3	0	15.9%	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens GN=POLR1C PE=1 SV=1 	1	0_1_	0_1_
P	tr|J3KQK8|J3KQK8_HUMAN	1	0	8.700078E-5	0	0.20781386	0	1	0	8.2%	0	Inactive dipeptidyl peptidase 10 (Fragment) OS=Homo sapiens GN=DPP10 PE=2 SV=1 	1	1_0_	1_0_
P	tr|G5E9I6|G5E9I6_HUMAN	32	25	0.0012777474	0.0014385441	1.0892961	1.285599	43	31	32.0%	35.9%	Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens GN=MAPRE2 PE=2 SV=1 	2	1_1_	1_1_
P	O95208-3	0	1	0	2.4181505E-5	0	0.07398939	0	1	0	3.1%	Isoform 3 of Epsin-2 OS=Homo sapiens GN=EPN2 	1	0_1_	0_1_
P	O95208-2	0	1	0	2.2566643E-5	0	0.06905484	0	1	0	2.9%	Isoform 2 of Epsin-2 OS=Homo sapiens GN=EPN2 	1	0_1_	0_1_
P	O15131	1	0	1.5744545E-5	0	0.09395635	0	1	0	3.9%	0	Importin subunit alpha-6 OS=Homo sapiens GN=KPNA5 PE=1 SV=2 	1	1_0_	1_0_
P	tr|Q5QP56|Q5QP56_HUMAN	3	0	1.3987419E-4	0	0.13501084	0	3	0	5.5%	0	Bcl-2-like protein 1 (Fragment) OS=Homo sapiens GN=BCL2L1 PE=2 SV=1 	1	1_0_	1_0_
P	Q96A49	7	1	2.3974649E-4	3.7440113E-5	0.6865531	0.10407865	10	1	22.7%	4.3%	Synapse-associated protein 1 OS=Homo sapiens GN=SYAP1 PE=1 SV=1 	2	1_1_	1_1_
P	Q14160-2	0	1	0	8.508018E-6	0	0.032761455	0	1	0	1.4%	Isoform 2 of Protein scribble homolog OS=Homo sapiens GN=SCRIB 	1	0_1_	0_1_
P	Q14160-3	0	1	0	7.963094E-6	0	0.03038609	0	1	0	1.3%	Isoform 3 of Protein scribble homolog OS=Homo sapiens GN=SCRIB 	1	0_1_	0_1_
P	Q99497	36	5	0.0025451183	3.4864867E-4	3.2072663	0.64816236	57	5	62.4%	21.7%	Protein DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2 	2	1_1_	1_1_
P	O15127	2	0	5.1301377E-5	0	0.15080035	0	2	0	6.1%	0	Secretory carrier-associated membrane protein 2 OS=Homo sapiens GN=SCAMP2 PE=1 SV=2 	1	1_0_	1_0_
P	tr|Q5VY93|Q5VY93_HUMAN	2	0	2.5650688E-5	0	0.059253693	0	3	0	2.5%	0	Rho guanine nucleotide exchange factor 2 OS=Homo sapiens GN=ARHGEF2 PE=2 SV=1 	1	1_0_	1_0_
P	Q99496	0	2	0	7.8445955E-5	0	0.101539254	0	2	0	4.2%	E3 ubiquitin-protein ligase RING2 OS=Homo sapiens GN=RNF2 PE=1 SV=1 	1	0_1_	0_1_
P	O15126	7	0	1.7477376E-4	0	0.43548942	0	7	0	15.7%	0	Secretory carrier-associated membrane protein 1 OS=Homo sapiens GN=SCAMP1 PE=1 SV=2 	1	1_0_	1_0_
P	tr|F5GZD0|F5GZD0_HUMAN	1	0	4.283795E-5	0	0.059253693	0	2	0	2.5%	0	Neuroplastin OS=Homo sapiens GN=NPTN PE=2 SV=1 	1	1_0_	1_0_
P	O15121	3	0	1.0450868E-4	0	0.12201846	0	4	0	5.0%	0	Sphingolipid delta(4)-desaturase DES1 OS=Homo sapiens GN=DEGS1 PE=1 SV=1 	1	1_0_	1_0_
P	P54136-2	16	6	2.8704343E-4	1.3447877E-4	1.0137241	0.30918193	20	6	30.4%	11.7%	Isoform Monomeric of Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS 	2	1_1_	1_1_
P	Q9H857-3	11	0	2.6966975E-4	0	0.5275661	0	17	0	18.4%	0	Isoform 3 of 5'-nucleotidase domain-containing protein 2 OS=Homo sapiens GN=NT5DC2 	1	1_0_	1_0_
P	P35573-3	1	1	5.5666733E-6	8.69322E-6	0.018591404	0.018591404	1	1	0.8%	0.8%	Isoform 6 of Glycogen debranching enzyme OS=Homo sapiens GN=AGL 	2	1_1_	1_1_
P	P35573-2	1	1	5.5703476E-6	8.698958E-6	0.018591404	0.018591404	1	1	0.8%	0.8%	Isoform 5 of Glycogen debranching enzyme OS=Homo sapiens GN=AGL 	2	1_1_	1_1_
P	O15118	2	0	1.3206692E-5	0	0.023293018	0	2	0	1.0%	0	Niemann-Pick C1 protein OS=Homo sapiens GN=NPC1 PE=1 SV=2 	1	1_0_	1_0_
P	O15116	1	2	6.34517E-5	1.9817924E-4	0.31825674	0.31825674	1	2	12.0%	12.0%	U6 snRNA-associated Sm-like protein LSm1 OS=Homo sapiens GN=LSM1 PE=1 SV=1 	2	1_1_	1_1_
P	Q9H857-2	11	0	2.5756605E-4	0	0.4996848	0	17	0	17.6%	0	Isoform 2 of 5'-nucleotidase domain-containing protein 2 OS=Homo sapiens GN=NT5DC2 	1	1_0_	1_0_
P	O15155	4	0	3.5758797E-4	0	0.42232883	0	5	0	15.3%	0	BET1 homolog OS=Homo sapiens GN=BET1 PE=1 SV=1 	1	1_0_	1_0_
P	Q7Z6L0-2	3	0	8.56759E-5	0	0.20503592	0	4	0	8.1%	0	Isoform 2 of Proline-rich transmembrane protein 2 OS=Homo sapiens GN=PRRT2 	1	1_0_	1_0_
P	Q7Z6L0-3	3	0	1.1289734E-4	0	0.27938128	0	4	0	10.7%	0	Isoform 3 of Proline-rich transmembrane protein 2 OS=Homo sapiens GN=PRRT2 	1	1_0_	1_0_
P	Q16222-3	5	0	8.0989215E-5	0	0.13762724	0	5	0	5.6%	0	Isoform 3 of UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens GN=UAP1 	1	1_0_	1_0_
P	Q16222-2	5	0	8.3555205E-5	0	0.14024973	0	5	0	5.7%	0	Isoform AGX1 of UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens GN=UAP1 	1	1_0_	1_0_
P	Q9NTX5-3	2	0	7.468209E-5	0	0.2133888	0	2	0	8.4%	0	Isoform 3 of Ethylmalonyl-CoA decarboxylase OS=Homo sapiens GN=ECHDC1 	1	1_0_	1_0_
P	Q9NTX5-2	2	0	5.6073593E-5	0	0.1561122	0	2	0	6.3%	0	Isoform 2 of Ethylmalonyl-CoA decarboxylase OS=Homo sapiens GN=ECHDC1 	1	1_0_	1_0_
P	Q9NTX5-6	2	0	5.9430113E-5	0	0.16680968	0	2	0	6.7%	0	Isoform 6 of Ethylmalonyl-CoA decarboxylase OS=Homo sapiens GN=ECHDC1 	1	1_0_	1_0_
P	O15144	9	1	4.2195382E-4	4.3929733E-5	0.31825674	0.41253757	15	1	12.0%	15.0%	Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens GN=ARPC2 PE=1 SV=1 	2	1_1_	1_1_
P	O15145	13	12	8.059792E-4	0.0011846221	0.4190575	0.4190575	17	16	15.2%	15.2%	Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens GN=ARPC3 PE=1 SV=3 	2	1_1_	1_1_
P	O15143	1	0	2.2685688E-5	0	0.06414306	0	1	0	2.7%	0	Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens GN=ARPC1B PE=1 SV=3 	1	1_0_	1_0_
P	Q96A72	2	1	1.1404157E-4	8.9046756E-5	0.2618276	0.2618276	2	1	10.1%	10.1%	Protein mago nashi homolog 2 OS=Homo sapiens GN=MAGOHB PE=1 SV=1 	2	1_1_	1_1_
P	Q99460	18	1	1.9481602E-4	1.3828876E-5	0.5381547	0.03038609	22	1	18.7%	1.3%	26S proteasome non-ATPase regulatory subunit 1 OS=Homo sapiens GN=PSMD1 PE=1 SV=2 	2	1_1_	1_1_
P	Q8NFW8	2	32	5.8334626E-5	0.001214647	0.1428783	0.72583795	3	40	5.8%	23.7%	N-acylneuraminate cytidylyltransferase OS=Homo sapiens GN=CMAS PE=1 SV=2 	2	1_1_	1_1_
P	Q99459	0	23	0	4.6011189E-4	0	0.733804	0	28	0	23.9%	Cell division cycle 5-like protein OS=Homo sapiens GN=CDC5L PE=1 SV=2 	1	0_1_	0_1_
P	tr|C9JHE6|C9JHE6_HUMAN	2	0	1.47278815E-5	0	0.03992021	0	2	0	1.7%	0	Voltage-dependent calcium channel subunit alpha-2/delta-2 OS=Homo sapiens GN=CACNA2D2 PE=2 SV=1 	1	1_0_	1_0_
P	Q14004-2	0	2	0	1.8152783E-5	0	0.037528396	0	2	0	1.6%	Isoform 2 of Cyclin-dependent kinase 13 OS=Homo sapiens GN=CDK13 	1	0_1_	0_1_
P	Q9UEU0-2	3	0	1.4805396E-4	0	0.39958727	0	3	0	14.6%	0	Isoform Short of Vesicle transport through interaction with t-SNAREs homolog 1B OS=Homo sapiens GN=VTI1B 	1	1_0_	1_0_
P	Q99471	6	0	3.2879517E-4	0	1.3442287	0	6	0	37.0%	0	Prefoldin subunit 5 OS=Homo sapiens GN=PFDN5 PE=1 SV=2 	1	1_0_	1_0_
P	Q99470	4	1	2.3997373E-4	6.245934E-5	0.3001696	0.3001696	6	1	11.4%	11.4%	Stromal cell-derived factor 2 OS=Homo sapiens GN=SDF2 PE=1 SV=2 	2	1_1_	1_1_
P	Q8NDX2-2	1	0	1.5656913E-5	0	0.07646525	0	1	0	3.2%	0	Isoform 2 of Vesicular glutamate transporter 3 OS=Homo sapiens GN=SLC17A8 	1	1_0_	1_0_
P	tr|E7EVI8|E7EVI8_HUMAN	0	3	0	2.0069421E-4	0	0.32434154	0	3	0	12.2%	CXXC-type zinc finger protein 5 (Fragment) OS=Homo sapiens GN=CXXC5 PE=2 SV=1 	1	0_1_	0_1_
P	tr|B1ALU3|B1ALU3_HUMAN	1	0	5.897328E-6	0	0.023293018	0	1	0	1.0%	0	Latrophilin 2, isoform CRA_k OS=Homo sapiens GN=LPHN2 PE=2 SV=1 	1	1_0_	1_0_
P	Q96A26	2	0	1.0959839E-4	0	0.3489629	0	2	0	13.0%	0	Protein FAM162A OS=Homo sapiens GN=FAM162A PE=1 SV=2 	1	1_0_	1_0_
P	Q96KA5-2	4	0	6.7243636E-5	0	0.07646525	0	4	0	3.2%	0	Isoform 2 of Cleft lip and palate transmembrane protein 1-like protein OS=Homo sapiens GN=CLPTM1L 	1	1_0_	1_0_
P	tr|H0UI06|H0UI06_HUMAN	5	3	4.4029963E-4	3.437979E-4	0.5848932	0.29717934	6	3	20.0%	11.3%	Cytochrome c oxidase subunit 7A2, mitochondrial OS=Homo sapiens GN=COX7A2 PE=2 SV=1 	2	1_1_	1_1_
P	Q8NFZ8	5	0	1.5225136E-4	0	0.38675582	0	7	0	14.2%	0	Cell adhesion molecule 4 OS=Homo sapiens GN=CADM4 PE=1 SV=1 	1	1_0_	1_0_
P	tr|H3BNV9|H3BNV9_HUMAN	14	1	8.499789E-4	9.481237E-5	1.0370419	0.30316675	14	1	30.9%	11.5%	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial OS=Homo sapiens GN=COX4I1 PE=2 SV=1 	2	1_1_	1_1_
P	Q969V3-2	1	0	1.50161495E-5	0	0.059253693	0	1	0	2.5%	0	Isoform 2 of Nicalin OS=Homo sapiens GN=NCLN 	1	1_0_	1_0_
P	Q96A33	4	0	8.736104E-5	0	0.3708818	0	5	0	13.7%	0	Coiled-coil domain-containing protein 47 OS=Homo sapiens GN=CCDC47 PE=1 SV=1 	1	1_0_	1_0_
P	Q96A35	4	0	2.3441878E-4	0	0.14815366	0	6	0	6.0%	0	39S ribosomal protein L24, mitochondrial OS=Homo sapiens GN=MRPL24 PE=1 SV=1 	1	1_0_	1_0_
P	Q6FI81-3	2	1	5.644867E-5	4.4076653E-5	0.33045447	0.33045447	2	1	12.4%	12.4%	Isoform 3 of Anamorsin OS=Homo sapiens GN=CIAPIN1 	2	1_1_	1_1_
