PLine	Accession	peptide_count_EXP19_CYT_050316(searched:2016-05-09)	peptide_count_EXP19_NUC_050316(searched:2016-05-09)	NSAF_EXP19_CYT_050316(searched:2016-05-09)	NSAF_EXP19_NUC_050316(searched:2016-05-09)	EMPAI_EXP19_CYT_050316(searched:2016-05-09)	EMPAI_EXP19_NUC_050316(searched:2016-05-09)	spectral_count_EXP19_CYT_050316(searched:2016-05-09)	spectral_count_EXP19_NUC_050316(searched:2016-05-09)	seqcov_EXP19_CYT_050316(searched:2016-05-09)	seqcov_EXP19_NUC_050316(searched:2016-05-09)	description	occurrence	status	
P	P12532	41	44	0.001194018	0.001927852	2.0478952	1.9991624	59	61	48.40%	47.70%	"Creatine kinase U-type, mitochondrial OS=Homo sapiens GN=CKMT1A PE=1 SV=1 "	2	1_1_	1_1_
P	Q92599	0	2	0	5.46E-05	0	0.09900582	0	2	0	4.10%	Septin-8 OS=Homo sapiens GN=SEPT8 PE=1 SV=4 	1	0_1_	0_1_
P	Q92598	43	10	5.80E-04	1.69E-04	0.6982436	0.27938128	59	11	23.00%	10.70%	Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1 PE=1 SV=1 	2	1_1_	1_1_
P	P63151	4	3	9.44E-05	1.18E-04	0.13762724	0.07398939	5	4	5.60%	3.10%	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens GN=PPP2R2A PE=1 SV=1 	2	1_1_	1_1_
P	tr|J3QL01|J3QL01_HUMAN	6	10	7.56E-04	0.001967003	1.3604782	1.3604782	6	10	37.30%	37.30%	60S ribosomal protein L38 OS=Homo sapiens GN=RPL38 PE=2 SV=1 	2	1_1_	1_1_
P	tr|C9JFW8|C9JFW8_HUMAN	0	1	0	1.87E-05	0	0.061695576	0	1	0	2.60%	N-acetylated-alpha-linked acidic dipeptidase-like protein OS=Homo sapiens GN=NAALADL1 PE=2 SV=1 	1	0_1_	0_1_
P	Q92574	3	0	2.18E-05	0	0.08143401	0	3	0	3.40%	0	Hamartin OS=Homo sapiens GN=TSC1 PE=1 SV=2 	1	1_0_	1_0_
P	Q92575	3	0	4.98E-05	0	0.18850219	0	3	0	7.50%	0	UBX domain-containing protein 4 OS=Homo sapiens GN=UBXN4 PE=1 SV=2 	1	1_0_	1_0_
P	tr|H0YK83|H0YK83_HUMAN	3	0	1.37E-04	0	0.36458313	0	3	0	13.50%	0	Signal peptidase complex catalytic subunit SEC11A OS=Homo sapiens GN=SEC11A PE=2 SV=1 	1	1_0_	1_0_
P	Q92572	3	0	1.31E-04	0	0.48251808	0	3	0	17.10%	0	AP-3 complex subunit sigma-1 OS=Homo sapiens GN=AP3S1 PE=1 SV=1 	1	1_0_	1_0_
P	Q7LG56-6	2	0	3.99E-05	0	0.07894671	0	2	0	3.30%	0	Isoform 6 of Ribonucleoside-diphosphate reductase subunit M2 B OS=Homo sapiens GN=RRM2B 	1	1_0_	1_0_
P	tr|R4GMR5|R4GMR5_HUMAN	3	0	8.82E-05	0	0.4927944	0	3	0	17.40%	0	26S proteasome non-ATPase regulatory subunit 8 OS=Homo sapiens GN=PSMD8 PE=4 SV=1 	1	1_0_	1_0_
P	Q9UBB4-2	5	3	1.44E-04	9.62E-05	0.25892544	0.05681753	7	3	10.00%	2.40%	Isoform 2 of Ataxin-10 OS=Homo sapiens GN=ATXN10 	2	1_1_	1_1_
P	Q92547	1	0	5.54E-06	0	0.03992021	0	1	0	1.70%	0	DNA topoisomerase 2-binding protein 1 OS=Homo sapiens GN=TOPBP1 PE=1 SV=3 	1	1_0_	1_0_
P	Q92544	2	0	3.94E-05	0	0.071519256	0	3	0	3.00%	0	Transmembrane 9 superfamily member 4 OS=Homo sapiens GN=TM9SF4 PE=1 SV=2 	1	1_0_	1_0_
P	Q92542	12	0	1.79E-04	0	0.5205476	0	15	0	18.20%	0	Nicastrin OS=Homo sapiens GN=NCSTN PE=1 SV=2 	1	1_0_	1_0_
P	Q92552	1	0	4.08E-05	0	0.06905484	0	2	0	2.90%	0	"28S ribosomal protein S27, mitochondrial OS=Homo sapiens GN=MRPS27 PE=1 SV=3 "	1	1_0_	1_0_
P	tr|H7C2Y1|H7C2Y1_HUMAN	0	1	0	7.05E-05	0	0.15877736	0	1	0	6.40%	E3 ubiquitin-protein ligase TRIP12 (Fragment) OS=Homo sapiens GN=TRIP12 PE=2 SV=1 	1	0_1_	0_1_
P	tr|H0YGR4|H0YGR4_HUMAN	9	0	4.40E-04	0	0.503142	0	10	0	17.70%	0	"Oligoribonuclease, mitochondrial (Fragment) OS=Homo sapiens GN=REXO2 PE=4 SV=1 "	1	1_0_	1_0_
P	tr|G3XAJ4|G3XAJ4_HUMAN	2	0	2.28E-04	0	1.1777098	0	2	0	33.80%	0	"Thioredoxin domain containing 9, isoform CRA_a OS=Homo sapiens GN=TXNDC9 PE=2 SV=1 "	1	1_0_	1_0_
P	Q9P2K5-2	4	45	7.33E-05	0.001395684	0.25602996	1.8707807	5	61	9.90%	45.80%	Isoform 2 of Myelin expression factor 2 OS=Homo sapiens GN=MYEF2 	2	1_1_	1_1_
P	Q8WXG6-7	4	0	3.20E-05	0	0.06414306	0	6	0	2.70%	0	Isoform 7 of MAP kinase-activating death domain protein OS=Homo sapiens GN=MADD 	1	1_0_	1_0_
P	tr|E7ERW8|E7ERW8_HUMAN	1	0	6.95E-06	0	0.03992021	0	1	0	1.70%	0	Protein diaphanous homolog 1 OS=Homo sapiens GN=DIAPH1 PE=2 SV=1 	1	1_0_	1_0_
P	P14927	12	1	0.001064388	1.19E-04	1.9376497	0.30918193	14	1	46.80%	11.70%	Cytochrome b-c1 complex subunit 7 OS=Homo sapiens GN=UQCRB PE=1 SV=2 	2	1_1_	1_1_
P	P14923	11	3	1.36E-04	5.31E-05	0.25025904	0.12460494	12	3	9.70%	5.10%	Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3 	2	1_1_	1_1_
P	tr|D6RGI3|D6RGI3_HUMAN	6	20	1.19E-04	8.37E-04	0.18304157	0.95884466	6	27	7.30%	29.20%	"Septin 11, isoform CRA_b OS=Homo sapiens GN=SEPT11 PE=2 SV=1 "	2	1_1_	1_1_
P	Q08170	1	1	1.71E-05	2.67E-05	0.05681753	0.05681753	1	1	2.40%	2.40%	Serine/arginine-rich splicing factor 4 OS=Homo sapiens GN=SRSF4 PE=1 SV=2 	2	1_1_	1_1_
P	tr|H3BPJ2|H3BPJ2_HUMAN	5	0	9.19E-04	0	1.0276828	0	11	0	30.70%	0	ADP-ribosylation factor-like protein 6-interacting protein 1 (Fragment) OS=Homo sapiens GN=ARL6IP1 PE=2 SV=2 	1	1_0_	1_0_
P	P18085	24	5	0.001359629	5.13E-04	1.1527817	0.62554884	29	7	33.30%	21.10%	ADP-ribosylation factor 4 OS=Homo sapiens GN=ARF4 PE=1 SV=3 	2	1_1_	1_1_
P	P24468-2	0	1	0	4.69E-05	0	0.12201846	0	1	0	5.00%	Isoform 2 of COUP transcription factor 2 OS=Homo sapiens GN=NR2F2 	1	0_1_	0_1_
P	tr|B8ZZ50|B8ZZ50_HUMAN	3	1	1.79E-04	5.58E-05	0.13501084	0.13501084	5	1	5.50%	5.50%	Eukaryotic translation initiation factor 4E type 2 OS=Homo sapiens GN=EIF4E2 PE=2 SV=1 	2	1_1_	1_1_
P	P24468-3	0	1	0	5.05E-05	0	0.1324004	0	1	0	5.40%	Isoform 3 of COUP transcription factor 2 OS=Homo sapiens GN=NR2F2 	1	0_1_	0_1_
P	tr|B7Z1J3|B7Z1J3_HUMAN	8	0	2.39E-04	0	0.55955243	0	10	0	19.30%	0	Squalene synthase OS=Homo sapiens GN=FDFT1 PE=2 SV=1 	1	1_0_	1_0_
P	tr|D6RGY8|D6RGY8_HUMAN	4	0	3.87E-04	0	1.8773985	0	5	0	45.90%	0	Protein YIPF3 (Fragment) OS=Homo sapiens GN=YIPF3 PE=2 SV=1 	1	1_0_	1_0_
P	tr|E9PE96|E9PE96_HUMAN	0	1	0	1.08E-05	0	0.035142183	0	1	0	1.50%	Protein piccolo OS=Homo sapiens GN=PCLO PE=2 SV=1 	1	0_1_	0_1_
P	P40426-2	0	8	0	3.38E-04	0	0.8281002	0	9	0	26.20%	Isoform PBX3b of Pre-B-cell leukemia transcription factor 3 OS=Homo sapiens GN=PBX3 	1	0_1_	0_1_
P	P26639	30	8	4.55E-04	1.46E-04	0.67880404	0.25025904	39	8	22.50%	9.70%	"Threonine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=TARS PE=1 SV=3 "	2	1_1_	1_1_
P	Q13363-2	5	6	1.18E-04	3.38E-04	0.23310483	0.11943793	6	11	9.10%	4.90%	Isoform 2 of C-terminal-binding protein 1 OS=Homo sapiens GN=CTBP1 	2	1_1_	1_1_
P	P26640	9	0	8.68E-05	0	0.19949937	0	13	0	7.90%	0	Valine--tRNA ligase OS=Homo sapiens GN=VARS PE=1 SV=4 	1	1_0_	1_0_
P	P26641	36	21	9.85E-04	7.54E-04	1.285599	1.3604782	51	25	35.90%	37.30%	Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3 	2	1_1_	1_1_
P	Q9C0J8	0	1	0	1.97E-05	0	0.0519619	0	2	0	2.20%	pre-mRNA 3' end processing protein WDR33 OS=Homo sapiens GN=WDR33 PE=1 SV=2 	1	0_1_	0_1_
P	tr|E9PQM1|E9PQM1_HUMAN	0	1	0	7.53E-05	0	0.3001696	0	1	0	11.40%	Cathepsin B heavy chain (Fragment) OS=Homo sapiens GN=CTSB PE=2 SV=1 	1	0_1_	0_1_
P	Q9HBH5	3	0	1.00E-04	0	0.101539254	0	4	0	4.20%	0	Retinol dehydrogenase 14 OS=Homo sapiens GN=RDH14 PE=1 SV=1 	1	1_0_	1_0_
P	Q9C0H9	2	6	1.60E-05	7.50E-05	0.044720173	0.07894671	2	6	1.90%	3.30%	SRC kinase signaling inhibitor 1 OS=Homo sapiens GN=SRCIN1 PE=1 SV=3 	2	1_1_	1_1_
P	tr|H0YBF6|H0YBF6_HUMAN	0	3	0	2.75E-04	0	0.61435854	0	4	0	20.80%	Set1/Ash2 histone methyltransferase complex subunit ASH2 (Fragment) OS=Homo sapiens GN=ASH2L PE=4 SV=1 	1	0_1_	0_1_
P	Q5TCY1	3	2	1.92E-05	2.00E-05	0.032761455	0.032761455	3	2	1.40%	1.40%	Tau-tubulin kinase 1 OS=Homo sapiens GN=TTBK1 PE=1 SV=2 	2	1_1_	1_1_
P	tr|K7EIU8|K7EIU8_HUMAN	0	2	0	5.78E-05	0	0.11173177	0	2	0	4.60%	Mothers against decapentaplegic homolog 4 OS=Homo sapiens GN=SMAD4 PE=2 SV=1 	1	0_1_	0_1_
P	Q9HBE1	0	2	0	3.84E-05	0	0.044720173	0	2	0	1.90%	"POZ-, AT hook-, and zinc finger-containing protein 1 OS=Homo sapiens GN=PATZ1 PE=1 SV=1 "	1	0_1_	0_1_
P	tr|B4DEM7|B4DEM7_HUMAN	29	21	5.10E-04	5.73E-04	0.62929606	0.55955243	32	23	21.20%	19.30%	T-complex protein 1 subunit theta OS=Homo sapiens GN=CCT8 PE=2 SV=1 	2	1_1_	1_1_
P	P54886-2	12	2	1.92E-04	3.32E-05	0.36458313	0.14551294	18	2	13.50%	5.90%	Isoform Short of Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1 	2	1_1_	1_1_
P	Q86UE8-2	0	1	0	1.76E-05	0	0.06414306	0	1	0	2.70%	Isoform 2 of Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens GN=TLK2 	1	0_1_	0_1_
P	Q86UE8-3	0	1	0	1.84E-05	0	0.06659615	0	1	0	2.80%	Isoform 3 of Serine/threonine-protein kinase tousled-like 2 OS=Homo sapiens GN=TLK2 	1	0_1_	0_1_
P	P18031	11	5	2.52E-04	1.51E-04	0.61064565	0.15877736	13	5	20.70%	6.40%	Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens GN=PTPN1 PE=1 SV=1 	2	1_1_	1_1_
P	tr|S4R3D7|S4R3D7_HUMAN	1	0	3.98E-05	0	0.23026884	0	1	0	9.00%	0	"Calcium uptake protein 1, mitochondrial (Fragment) OS=Homo sapiens GN=MICU1 PE=4 SV=1 "	1	1_0_	1_0_
P	tr|M0R1T5|M0R1T5_HUMAN	3	0	1.12E-04	0	0.19949937	0	3	0	7.90%	0	Charged multivesicular body protein 2a (Fragment) OS=Homo sapiens GN=CHMP2A PE=4 SV=1 	1	1_0_	1_0_
P	P59768	2	0	2.38E-04	0	1.6485	0	2	0	42.30%	0	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 OS=Homo sapiens GN=GNG2 PE=1 SV=2 	1	1_0_	1_0_
P	Q02978-2	4	0	1.28E-04	0	0.56314766	0	4	0	19.40%	0	Isoform 2 of Mitochondrial 2-oxoglutarate/malate carrier protein OS=Homo sapiens GN=SLC25A11 	1	1_0_	1_0_
P	tr|B5MBZ8|B5MBZ8_HUMAN	0	13	0	8.66E-04	0	0.7579236	0	18	0	24.50%	Protein phosphatase 1 regulatory subunit 7 OS=Homo sapiens GN=PPP1R7 PE=2 SV=1 	1	0_1_	0_1_
P	tr|D3YTB1|D3YTB1_HUMAN	3	0	1.90E-04	0	0.34276497	0	3	0	12.80%	0	60S ribosomal protein L32 (Fragment) OS=Homo sapiens GN=RPL32 PE=2 SV=1 	1	1_0_	1_0_
P	tr|J3KNM3|J3KNM3_HUMAN	3	0	2.05E-05	0	0.101539254	0	3	0	4.20%	0	Liprin-alpha-2 OS=Homo sapiens GN=PPFIA2 PE=2 SV=1 	1	1_0_	1_0_
P	tr|E5RJC2|E5RJC2_HUMAN	2	0	4.52E-04	0	1.9107172	0	3	0	46.40%	0	"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase OS=Homo sapiens GN=TMEM55A PE=2 SV=1 "	1	1_0_	1_0_
P	tr|C9JWG0|C9JWG0_HUMAN	0	1	0	8.79E-05	0	0.31825674	0	1	0	12.00%	UTP--glucose-1-phosphate uridylyltransferase (Fragment) OS=Homo sapiens GN=UGP2 PE=2 SV=1 	1	0_1_	0_1_
P	tr|B4DZN9|B4DZN9_HUMAN	0	1	0	1.58E-05	0	0.06659615	0	1	0	2.80%	Rho GTPase-activating protein 11A OS=Homo sapiens GN=ARHGAP11A PE=2 SV=1 	1	0_1_	0_1_
P	tr|A6NG79|A6NG79_HUMAN	0	2	0	5.74E-05	0	0.10662377	0	2	0	4.40%	Proline-rich protein PRCC OS=Homo sapiens GN=PRCC PE=2 SV=1 	1	0_1_	0_1_
P	Q6IN85-5	4	0	7.81E-05	0	0.083926916	0	5	0	3.50%	0	Isoform 5 of Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Homo sapiens GN=SMEK1 	1	1_0_	1_0_
P	Q6IN85-4	4	0	7.10E-05	0	0.07646525	0	5	0	3.20%	0	Isoform 4 of Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Homo sapiens GN=SMEK1 	1	1_0_	1_0_
P	Q6IN85-2	4	0	5.15E-05	0	0.054386854	0	5	0	2.30%	0	Isoform 2 of Serine/threonine-protein phosphatase 4 regulatory subunit 3A OS=Homo sapiens GN=SMEK1 	1	1_0_	1_0_
P	Q9ULL5	0	5	0	6.51E-05	0	0.07646525	0	6	0	3.20%	Proline-rich protein 12 OS=Homo sapiens GN=PRR12 PE=1 SV=2 	1	0_1_	0_1_
P	Q9HC07	1	0	2.60E-05	0	0.19398808	0	1	0	7.70%	0	Transmembrane protein 165 OS=Homo sapiens GN=TMEM165 PE=1 SV=1 	1	1_0_	1_0_
P	Q01844	1	9	1.29E-05	2.41E-04	0.08893013	0.2705741	1	12	3.70%	10.40%	RNA-binding protein EWS OS=Homo sapiens GN=EWSR1 PE=1 SV=1 	2	1_1_	1_1_
P	Q9UH99-2	0	2	0	3.57E-05	0	0.061695576	0	2	0	2.60%	Isoform 2 of SUN domain-containing protein 2 OS=Homo sapiens GN=SUN2 	1	0_1_	0_1_
P	Q9UH99-3	0	2	0	3.70E-05	0	0.06414306	0	2	0	2.70%	Isoform 3 of SUN domain-containing protein 2 OS=Homo sapiens GN=SUN2 	1	0_1_	0_1_
P	P29120-2	6	4	1.20E-04	7.47E-05	0.11429453	0.11429453	10	4	4.70%	4.70%	Isoform 2 of Neuroendocrine convertase 1 OS=Homo sapiens GN=PCSK1 	2	1_1_	1_1_
P	Q01813	20	0	2.48E-04	0	0.33659554	0	23	0	12.60%	0	6-phosphofructokinase type C OS=Homo sapiens GN=PFKP PE=1 SV=2 	1	1_0_	1_0_
P	tr|B1ARP8|B1ARP8_HUMAN	2	1	1.55E-04	1.21E-04	0.37404191	0.37404191	2	1	13.80%	13.80%	"Mago-nashi homolog, proliferation-associated (Drosophila), isoform CRA_a OS=Homo sapiens GN=MAGOH PE=2 SV=1 "	2	1_1_	1_1_
P	Q9ULK5	1	0	1.62E-05	0	0.054386854	0	1	0	2.30%	0	Vang-like protein 2 OS=Homo sapiens GN=VANGL2 PE=1 SV=2 	1	1_0_	1_0_
P	tr|E7ETU3|E7ETU3_HUMAN	10	0	4.35E-04	0	0.455459	0	12	0	16.30%	0	Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 PE=2 SV=1 	1	1_0_	1_0_
P	tr|H0YA52|H0YA52_HUMAN	0	1	0	1.11E-04	0	0.4996848	0	1	0	17.60%	Pterin-4-alpha-carbinolamine dehydratase 2 (Fragment) OS=Homo sapiens GN=PCBD2 PE=2 SV=1 	1	0_1_	0_1_
P	tr|H0YJ34|H0YJ34_HUMAN	4	0	6.59E-05	0	0.21898961	0	5	0	8.60%	0	Fermitin family homolog 2 (Fragment) OS=Homo sapiens GN=FERMT2 PE=2 SV=1 	1	1_0_	1_0_
P	tr|D3YTA4|D3YTA4_HUMAN	4	0	1.02E-04	0	0.10662377	0	5	0	4.40%	0	"HCG28765, isoform CRA_c OS=Homo sapiens GN=PALM2 PE=2 SV=1 "	1	1_0_	1_0_
P	tr|F8VPD4|F8VPD4_HUMAN	4	0	2.34E-05	0	0.049542427	0	6	0	2.10%	0	CAD protein OS=Homo sapiens GN=CAD PE=2 SV=1 	1	1_0_	1_0_
P	Q9HC52	0	3	0	1.02E-04	0	0.21618605	0	3	0	8.50%	Chromobox protein homolog 8 OS=Homo sapiens GN=CBX8 PE=1 SV=3 	1	0_1_	0_1_
P	P43304-2	2	0	2.81E-05	0	0.035142183	0	2	0	1.50%	0	"Isoform 2 of Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens GN=GPD2 "	1	1_0_	1_0_
P	P20290	8	4	4.51E-04	4.48E-04	2.2359364	0.36772883	11	7	51.00%	13.60%	Transcription factor BTF3 OS=Homo sapiens GN=BTF3 PE=1 SV=1 	2	1_1_	1_1_
P	tr|K7EPE7|K7EPE7_HUMAN	2	0	2.25E-04	0	0.35831344	0	6	0	13.30%	0	Vacuole membrane protein 1 (Fragment) OS=Homo sapiens GN=VMP1 PE=2 SV=1 	1	1_0_	1_0_
P	tr|F5GZN3|F5GZN3_HUMAN	5	3	1.23E-04	1.15E-04	0.24738348	0.24738348	5	3	9.60%	9.60%	Lactadherin short form OS=Homo sapiens GN=MFGE8 PE=2 SV=1 	2	1_1_	1_1_
P	Q9UM00	1	0	4.49E-05	0	0.20226443	0	1	0	8.00%	0	Transmembrane and coiled-coil domain-containing protein 1 OS=Homo sapiens GN=TMCO1 PE=1 SV=1 	1	1_0_	1_0_
P	Q9HC38	17	0	4.85E-04	0	1.9716659	0	18	0	47.30%	0	Glyoxalase domain-containing protein 4 OS=Homo sapiens GN=GLOD4 PE=1 SV=1 	1	1_0_	1_0_
P	tr|J3KRP9|J3KRP9_HUMAN	1	0	6.73E-06	0	0.03992021	0	1	0	1.70%	0	Protein TANC2 (Fragment) OS=Homo sapiens GN=TANC2 PE=4 SV=1 	1	1_0_	1_0_
P	Q9HC35	4	0	3.44E-05	0	0.11173177	0	4	0	4.60%	0	Echinoderm microtubule-associated protein-like 4 OS=Homo sapiens GN=EML4 PE=1 SV=3 	1	1_0_	1_0_
P	tr|E9PES6|E9PES6_HUMAN	6	8	4.41E-04	6.89E-04	0.61808	1.0276828	8	8	20.90%	30.70%	High mobility group protein B3 (Fragment) OS=Homo sapiens GN=HMGB3 PE=2 SV=1 	2	1_1_	1_1_
P	Q5JRX3	9	0	7.32E-05	0	0.22743917	0	9	0	8.90%	0	"Presequence protease, mitochondrial OS=Homo sapiens GN=PITRM1 PE=1 SV=3 "	1	1_0_	1_0_
P	tr|H7C4G0|H7C4G0_HUMAN	1	0	7.03E-05	0	0.25892544	0	1	0	10.00%	0	Riboflavin kinase (Fragment) OS=Homo sapiens GN=RFK PE=2 SV=1 	1	1_0_	1_0_
P	Q6ZU35	0	13	0	1.71E-04	0	0.30617094	0	16	0	11.60%	Uncharacterized protein KIAA1211 OS=Homo sapiens GN=KIAA1211 PE=1 SV=3 	1	0_1_	0_1_
P	tr|G5E9L0|G5E9L0_HUMAN	0	4	0	1.37E-04	0	0.39636838	0	4	0	14.50%	ADP-ribosylation factor GTPase-activating protein 2 OS=Homo sapiens GN=ARFGAP2 PE=2 SV=1 	1	0_1_	0_1_
P	Q9ULV4	19	41	5.34E-04	0.001751629	0.7906058	1.3988328	30	63	25.30%	38.00%	Coronin-1C OS=Homo sapiens GN=CORO1C PE=1 SV=1 	2	1_1_	1_1_
P	tr|C9JCC0|C9JCC0_HUMAN	0	1	0	8.09E-05	0	0.2705741	0	1	0	10.40%	Serine/threonine-protein kinase 25 (Fragment) OS=Homo sapiens GN=STK25 PE=2 SV=1 	1	0_1_	0_1_
P	P08865	26	20	0.001144282	0.001295555	1.9376497	1.9376497	40	29	46.80%	46.80%	40S ribosomal protein SA OS=Homo sapiens GN=RPSA PE=1 SV=4 	2	1_1_	1_1_
P	Q5JSH3	2	0	1.85E-05	0	0.07894671	0	2	0	3.30%	0	WD repeat-containing protein 44 OS=Homo sapiens GN=WDR44 PE=1 SV=1 	1	1_0_	1_0_
P	Reverse_sp|Q9Y2Z0|SUGT1_HUMAN	1	0	2.31E-05	0	0.1271975	0	1	0	5.20%	0	Suppressor of G2 allele of SKP1 homolog OS=Homo sapiens GN=SUGT1 PE=1 SV=3 	1	1_0_	1_0_
P	Q9ULU8	16	0	1.12E-04	0	0.25314116	0	18	0	9.80%	0	Calcium-dependent secretion activator 1 OS=Homo sapiens GN=CADPS PE=1 SV=3 	1	1_0_	1_0_
P	Q9ULU4	0	11	0	1.67E-04	0	0.08642566	0	15	0	3.60%	Protein kinase C-binding protein 1 OS=Homo sapiens GN=ZMYND8 PE=1 SV=2 	1	0_1_	0_1_
P	Q9ULT8	1	0	3.23E-06	0	0.018591404	0	1	0	0.80%	0	E3 ubiquitin-protein ligase HECTD1 OS=Homo sapiens GN=HECTD1 PE=1 SV=3 	1	1_0_	1_0_
P	tr|J3QSX6|J3QSX6_HUMAN	4	0	9.27E-05	0	0.24451458	0	5	0	9.50%	0	Actin-binding LIM protein 1 OS=Homo sapiens GN=ABLIM1 PE=2 SV=1 	1	1_0_	1_0_
P	Q9HC78	1	0	1.14E-05	0	0.03038609	0	1	0	1.30%	0	Zinc finger and BTB domain-containing protein 20 OS=Homo sapiens GN=ZBTB20 PE=1 SV=3 	1	1_0_	1_0_
P	tr|H3BMM8|H3BMM8_HUMAN	5	2	9.64E-04	3.77E-04	5.1094203	0.7498466	8	2	78.60%	24.30%	Hematological and neurological-expressed 1-like protein OS=Homo sapiens GN=HN1L PE=2 SV=1 	2	1_1_	1_1_
P	tr|G5EA31|G5EA31_HUMAN	6	1	5.67E-05	1.26E-05	0.16412604	0.03992021	7	1	6.60%	1.70%	Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=2 SV=1 	2	1_1_	1_1_
P	tr|H7C560|H7C560_HUMAN	1	0	2.25E-05	0	0.11686325	0	1	0	4.80%	0	Serine/threonine-protein kinase B-raf (Fragment) OS=Homo sapiens GN=BRAF PE=4 SV=1 	1	1_0_	1_0_
P	tr|F8W720|F8W720_HUMAN	7	0	1.14E-04	0	0.31219995	0	8	0	11.80%	0	GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens GN=GMPS PE=2 SV=1 	1	1_0_	1_0_
P	Q8N9R8-2	0	1	0	2.10E-05	0	0.03992021	0	1	0	1.70%	Isoform 2 of Protein SCAI OS=Homo sapiens GN=SCAI 	1	0_1_	0_1_
P	P46379-5	5	0	3.92E-05	0	0.10917485	0	5	0	4.50%	0	Isoform 5 of Large proline-rich protein BAG6 OS=Homo sapiens GN=BAG6 	1	1_0_	1_0_
P	P46379-4	5	0	4.67E-05	0	0.12979591	0	5	0	5.30%	0	Isoform 4 of Large proline-rich protein BAG6 OS=Homo sapiens GN=BAG6 	1	1_0_	1_0_
P	P46379-3	5	0	3.63E-05	0	0.09900582	0	5	0	4.10%	0	Isoform 3 of Large proline-rich protein BAG6 OS=Homo sapiens GN=BAG6 	1	1_0_	1_0_
P	P46379-2	5	0	3.75E-05	0	0.10407865	0	5	0	4.30%	0	Isoform 2 of Large proline-rich protein BAG6 OS=Homo sapiens GN=BAG6 	1	1_0_	1_0_
P	tr|B3KUS5|B3KUS5_HUMAN	1	0	1.74E-05	0	0.14815366	0	1	0	6.00%	0	Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens GN=USP30 PE=2 SV=1 	1	1_0_	1_0_
P	O95822-2	2	0	3.72E-05	0	0.083926916	0	2	0	3.50%	0	"Isoform Cytoplasmic+peroxisomal of Malonyl-CoA decarboxylase, mitochondrial OS=Homo sapiens GN=MLYCD "	1	1_0_	1_0_
P	tr|E7EVF4|E7EVF4_HUMAN	11	1	8.76E-05	1.05E-05	0.18576872	0.023293018	13	1	7.40%	1.00%	Cytoplasmic FMR1-interacting protein 2 OS=Homo sapiens GN=CYFIP2 PE=2 SV=1 	2	1_1_	1_1_
P	tr|J3KNB2|J3KNB2_HUMAN	2	1	3.29E-05	2.57E-05	0.16412604	0.049542427	2	1	6.60%	2.10%	Abl interactor 2 OS=Homo sapiens GN=ABI2 PE=2 SV=1 	2	1_1_	1_1_
P	Q9ULX9	0	1	0	8.04E-05	0	0.32434154	0	1	0	12.20%	Transcription factor MafF OS=Homo sapiens GN=MAFF PE=1 SV=2 	1	0_1_	0_1_
P	tr|H0YCR7|H0YCR7_HUMAN	0	1	0	4.62E-05	0	0.16680968	0	1	0	6.70%	Ribonuclease inhibitor (Fragment) OS=Homo sapiens GN=RNH1 PE=2 SV=1 	1	0_1_	0_1_
P	tr|E9PFD9|E9PFD9_HUMAN	1	0	1.54E-05	0	0.14024973	0	1	0	5.70%	0	Semaphorin-4D OS=Homo sapiens GN=SEMA4D PE=2 SV=1 	1	1_0_	1_0_
P	tr|F8W696|F8W696_HUMAN	1	2	3.44E-05	1.61E-04	0.14024973	0.27643883	1	3	5.70%	10.60%	Truncated apolipoprotein A-I OS=Homo sapiens GN=APOA1 PE=2 SV=1 	2	1_1_	1_1_
P	Q9ULX6	3	1	5.23E-05	2.04E-05	0.10407865	0.10407865	4	1	4.30%	4.30%	A-kinase anchor protein 8-like OS=Homo sapiens GN=AKAP8L PE=1 SV=3 	2	1_1_	1_1_
P	tr|D6R9P4|D6R9P4_HUMAN	5	1	1.85E-04	4.81E-05	0.22461617	0.10662377	6	1	8.80%	4.40%	Glucosamine-6-phosphate isomerase 1 OS=Homo sapiens GN=GNPDA1 PE=2 SV=1 	2	1_1_	1_1_
P	O94925-3	23	0	3.81E-04	0	0.8749945	0	27	0	27.30%	0	"Isoform 3 of Glutaminase kidney isoform, mitochondrial OS=Homo sapiens GN=GLS "	1	1_0_	1_0_
